price_in_rp,lat,long,facilities,property_type,ads_id,land_size_m2,building_size_m2,certificate,year_built,property_condition,building_orientation,furnishing
152,99,168,6,0,2107,167,135,4,32,1,1,3
182,93,91,5,0,1489,10,55,4,39,3,6,4
78,211,212,11,0,1061,392,253,4,0,2,0,0
551,17,157,0,0,667,297,322,3,0,4,1,0
534,136,199,4,0,368,132,179,4,35,1,6,3
277,41,235,0,0,2784,203,153,4,36,1,0,4
161,11,223,22,0,498,26,96,4,25,4,1,4
427,11,223,0,0,1347,54,205,4,39,3,0,0
226,11,223,11,0,1345,108,1,4,17,4,6,4
230,18,87,23,0,1635,416,55,4,0,1,4,4
91,166,225,22,0,2673,369,1,4,39,2,0,4
148,201,189,27,0,1327,405,9,0,39,3,0,4
309,19,90,22,0,1089,73,179,4,0,1,1,2
56,22,84,20,0,61,37,66,4,39,2,1,4
284,174,151,0,0,2808,17,111,4,37,3,6,4
83,264,251,23,0,169,17,37,1,0,2,0,0
